962,7474
1802,7142
1768,7053
1685,6782
2304,6551
2109,5957
2197,5923
2255,5900
2246,5806
2238,5712
2229,5618
2221,5524
2213,5430
2297,5350
2741,5189
2920,5127
3084,5062
2932,4716
